ID2,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
189,De Anza Park,(Hustlers) ,,Tucson,AZ,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/26/2022 7:36pm
190,'Hitch-hikers' ,on E. Speedway ,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
191,Himmel Park,,,Tucson,AZ,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,6/7/2022 2:12pm
192,Jaysen ,Inquire locally,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
193,K-Mart,T-Room-Broadway at Wilmot,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
194,Lincoln Park,,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
195,Reid Park,T-Rooms,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
196,Tucson Mall,T-Room,,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
197,U. of Arizona ,"Econ. Bldg.—
1st floor T-Room & Library",,Tucson,AZ,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
198,Bargain Box,(Books & flicks) (Cruisy) ,240 E. 16th St.,Yuma,AZ,(M),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:24pm
199,J.P.'s Cameo Lounge,(Some L) (Cruisy) ,232 S. 4th Ave.,Yuma,AZ,"(*),(L),(PT)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
200,Owl Bookstore,,4th Ave. at 24th St.,Yuma,AZ,(M),Book Store,,,,1986,1/27/2022 12:35pm
201,Red's Bird Cage,(Looking up) ,231 S. Main,Yuma,AZ,(M),Bars/Clubs,,,,1986,1/27/2022 12:36pm
202,Sky Chief,(Bar only-WE),1530 E. 32nd St.,Yuma,AZ,"(M),(WE)",Bars/Clubs,,,,1986,1/27/2022 12:36pm
203,'Hitch-hikers' ,on 4th Ave. & Hwy. 8,,Yuma,AZ,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/27/2022 12:41pm
204,MacDonald's,(nr. Base),,Yuma,AZ,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 12:41pm
205,Saddle Club & Backroom,,,Yuma,AZ,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 12:41pm
206,Starlight Club,(Some L) (spur off Hampton Hwy.—US 167 N.),Old Calion Rd. ,El Dorado,AR,"(P),(*),(L),(PT),(D)",Bars/Clubs,checked,,,1986,6/13/2022 9:34am
207,Ozark Barn,(Bed & Breakfast) ,"Rl, Box 161, E.S. 72632",Eureka Springs,AR,,"Hotel,Restaurant",checked,,,1986,1/27/2022 12:58pm
208,S. Main St.,,,Eureka Springs,AR,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
209,Arkanasas Gay/Lesbian Rights,,"P.O. Box 2897,Fayetteville 72702",Fayetteville,AR,,Organization,checked,,,1986,6/7/2022 12:30pm
210,Closet ,(Disco) (Many L) ,275 Huntsville Rd.,Fayetteville,AR,"(D),(L)",Bars/Clubs,,,,1986,1/27/2022 1:04pm
211,M.C.C. Ozarks,(501) 443-4278—Kenray at Plainview,,Fayetteville,AR,(MCC),Religious Institution,checked,,,1986,6/7/2022 12:44pm
212,Tisza's Disco,"(Hwy. 71 N., just N. of N.W. Arkansas Mall)",4630 N. College,Fayetteville,AR,"(*),(D)",Bars/Clubs,,,,1986,1/27/2022 1:05pm
213,Lake Fayetteville,,,Fayetteville,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 1:06pm
214,U. of Arkansas,Fine Arts Bldg. T-room (Basement),,Fayetteville,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 1:06pm
215,Court Garden ,(Disco) (Liquor) ,305 Garrison Ave.,Ft. Smith,AR,"(P),(YC),(D),(AH),(*)",Bars/Clubs,,,,1986,1/27/2022 1:11pm
216,M.C.C.,,1007 S. 25th St.,Ft. Smith,AR,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
217,Village Landing ,(Disco) ,3028 N. 6th St.,Ft. Smith,AR,"(L),(D)",Bars/Clubs,,,,1986,1/27/2022 1:13pm
218,Ft. Smith Park,,N. 6th St.,Ft. Smith,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 1:13pm
219,6th & Garrison,,,Ft. Smith,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 1:14pm
220,'The Block' around Tradewinds Motel,,,Ft. Smith,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/27/2022 1:14pm
221,Our House Lounge,(Upstairs disco),336 Central Ave.,Hot Springs,AR,"(D),(*)",Bars/Clubs,,,,1986,1/27/2022 1:15pm
222,Bath House Row,(Central Ave.) ,,Hot Springs,AR,Cruisy Area,"Cruising Areas,Bathhouses",checked,,,1986,1/28/2022 11:21am
223,DeSoto Park ,T-Room ,,Hot Springs,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 11:21am
224,Arkansas Gay Writers ,(Publication),"
P.O. Box 3115, Little Rock 72203",Little Rock,AR,,Publication,checked,,,1986,1/28/2022 11:22am
225,Asher News & Video,(Cruisy) ,4000 Asher Ave.,Little Rock,AR,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:24pm
226,Branding Iron ,"(Some W, YC) ",1701 University,Little Rock,AR,"(W),(YC),(*)",Bars/Clubs,,,,1986,1/28/2022 11:23am
227,Calamity's,,5922 University,Little Rock,AR,(L),Bars/Clubs,,,,1986,1/28/2022 11:23am
228,Crisis Center,(501) 375-5151,,Little Rock,AR,,Community Center/ Support Group,checked,,,1986,6/7/2022 12:35pm
229,Discovery II,(Disco) (Open Sunday) (Adam's Rib —boutique) (Riverfront Dr. off Cantrell Rd.)*,1021 Jessie Rd.,Little Rock,AR,"(*),(YC),(D),(S),(P)",Bars/Clubs,,,,1986,1/28/2022 11:26am
230,M.C.C. ,(501) 666-2404,"Box 1946, L.R. 72203",Little Rock,AR,(MCC),Religious Institution,checked,,,1986,6/7/2022 12:44pm
231,Paladum ,(Disco) (Current 'in' spot) ,101 S. Victory,Little Rock,AR,"(*),(YC),(D),(R),(PT),(P)","Bars/Clubs,Restaurant",,,,1986,1/28/2022 11:27am
232,Silver Dollar,,2710 Asher Ave.,Little Rock,AR,(L),Bars/Clubs,,,,1986,1/28/2022 11:28am
233,University Video & Arcade ,,6316 Asher Ave.,Little Rock,AR,(*),Theatre,,,,1986,1/28/2022 11:28am
234,Alsop Park,(AYOR-'Fuzz' crackdown),,Little Rock,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 11:31am
235,Boyle Park,,,Little Rock,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:31am
236,Burns Park,N. Little Rock,,Little Rock,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 11:31am
237,MacArthur Park,,,Little Rock,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:31am
238,Movie Arcade,('Peep shows'),3500 Asher,Little Rock,AR,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
239,'Rest Stop' ,W. on 1-40 (Bazebos) ,,Little Rock,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:31am
240,'Rest Stop' ,"on I-30, Morgan exit",,Morgan,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:43am
241,'Rest Stop' ,on I-40,,Ozark,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:43am
242,Lake Atlanta ,T-Room,,Rogers,AR,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:43am
243,Adult Book Store,,414 State Line Ave.,Texarcana,AR,(P),"Book Store,Erotic Shop",,,,1986,1/28/2022 11:44am
244,Harvey's,,1909 E. Broad,Texarcana,AR,,Bars/Clubs,,,,1986,1/28/2022 11:46am
245,Texarcana Book & News,,301 State Line Ave.,Texarcana,AR,,Book Store,,,,1986,1/28/2022 11:46am
246,'Mary Sue' ,"Rest Stop on 1-30 E., 1/2 mi. E. of
State Line Ave.",,Texarcana,AR,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
247,'Ruth Ann' ,"Rest Stop on 1-30 W., 1/2 mi. W. of
State Line Ave.",,Texarcana,AR,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
248,Cedar Creek Inn,(Bed & breakfast) (707) 937-4335,,Albion,CA,,"Hotel,Restaurant",checked,,,1986,6/7/2022 2:20pm
249,Granada Park,Clemente at Park,,Alhambra,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:55am
250,Kenton Mine Lodge,(916) 287-3212,,Alleghany,CA,"(M),(H)",Hotel,checked,,,1986,1/28/2022 12:03pm
251,La Palma Park ,T-Room (Summers) ,,Anaheim,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:04pm
252,Pearson Park,T-Room,,Anaheim,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:04pm
253,Awful Annie's Cafe,,160 Sacramento,Auburn,CA,"(M),(R)",Restaurant,,,,1986,1/28/2022 12:05pm
254,E & G Cafe,,Lincoln Way,Auburn,CA,(M),Bars/Clubs,checked,,,1986,6/13/2022 9:34am
255,'BA' beach,on American River—downstream,,Auburn,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:06pm
256,Adult Bookstore,,1304 19th St.,Bakersfield,CA,,"Book Store,Erotic Shop",,,,1986,1/28/2022 12:09pm
257,Cellar ,(Some L) (Disco) ,1927 'K' St.,Bakersfield,CA,"(*),(YC),(L),(D)",Bars/Clubs,,,,1986,1/28/2022 12:10pm
258,Gay & Lesbian Phoneline,(805) 397-4189,,Bakersfield,CA,,Hotline,checked,,,1986,6/7/2022 12:37pm
259,M.C.C. & Women's Support Groups,,2415 Alta Vista Dr.,Bakersfield,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
260,Reflections ,(Publication) ,,Bakersfield,CA,,Publication,checked,,,1986,1/28/2022 12:12pm
261,Grace Chapel,(805) 322-9991,,Bakersfield,CA,,Religious Institution,checked,,,1986,1/28/2022 12:12pm
262,Town Casino ,Hotel Padre,1913 'H' St.,Bakersfield,CA,"(M),(E)","Bars/Clubs,Hotel",,,,1986,6/7/2022 1:38pm
263,Trade Winds,(Disco),1209 20th St.,Bakersfield,CA,"(M),(D)",Bars/Clubs,,,,1986,1/28/2022 12:13pm
264,Twin Star,(Closed - may be reopening) ,1030 20th St.,Bakersfield,CA,,Bars/Clubs,,,,1986,1/28/2022 12:15pm
265,Beach Park,21st & Oak Sts. (Wed. & WE nights),,Bakersfield,CA,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
266,Foster's Donuts,Von's— Savon Shopping Center,,Bakersfield,CA,"(C),(AH),(WE),Cruisy Area",Cruising Areas,checked,,,1986,6/7/2022 2:12pm
267,Greyhound Bus Depot,T-Room,,Bakersfield,CA,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
268,Gay Men's Health Collective,"Berekeley Free Clinic,",2339 Durant Ave.,Berkeley,CA,,Health Clinic,,,,1986,1/28/2022 12:18pm
269,Steam Works,(Baths) (Hot tub) (Gym) 1 block off University Ave.,"2107 4th St.,",Berkeley,CA,(*),"Bathhouses,Gym",,,,1986,1/28/2022 12:21pm
270,White Horse,(See Oakland) ,,Berkeley,CA,(*),Bars/Clubs,checked,,,1986,1/28/2022 12:21pm
271,Aquatic Park,Campers & vans,,Berkeley,CA,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:11pm
272,Lake Tamescal Park & Beach,,,Berkeley,CA,Cruisy Area,Cruising Areas,checked,,,1986,6/7/2022 2:12pm
273,U. of C. ,"Hearst Gym, Doe Library
3rd floor T-Room & Tolman Hall basement T-Room",,Berkeley,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,6/7/2022 2:12pm
274,Gadabout ,(Guest House) Inquire locally,,Big Bear Lake,CA,(L),Hotel,checked,,,1986,1/28/2022 12:24pm
275,Grey Squirrel Cabins,,"Box 5404, Big Bear Lake 92315",Big Bear Lake,CA,"(M),(H)",Hotel,checked,,,1986,6/13/2022 9:34am
276,Mediterranean Sunset,(Best late) Hwy. 18,,Big Bear Lake,CA,(M),Bars/Clubs,checked,,,1986,1/28/2022 12:25pm
277,'Rest Stop' ,on Hwy. 111 N.,,Brawley,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:29pm
278,Brea Mall ,T-Rooms,,Brea,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:29pm
279,7-Eleven Stores,,109 Lambert Rd.,Brea,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:31pm
280,7- Eleven Stores,,1200 S. Euclid,Brea,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:31pm
281,Buena Park Mall,May Co. T-Room,,Buena Park,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:33pm
282,'Truck Stop' ,on US 101 S. --East side,,Burlingame,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:34pm
283,Sade's,Ocean nr. Lincoln,,Carmel,CA,(M),Bars/Clubs,checked,,,1986,6/7/2022 2:20pm
284,Fantasyland,"(Books, etc.) ",2827 Espanade,Chico,CA,,"Book Store,Erotic Shop",,,,1986,1/28/2022 12:35pm
285,900 Cherry Street,,900 Cherry St.,Chico,CA,"(D),(*)",Bars/Clubs,,,,1986,1/28/2022 12:36pm
286,Bidwell Park,"Cedar Grove & upper part,
by the river",,Chico,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:36pm
287,'F' St. Book Store,,1141 3rd Ave.,Chula Vista,CA,,Book Store,,,,1986,1/28/2022 12:37pm
288,Bungalow Bar & R,"(Many L, M) E. Hwy. 20 ",,Clear Lake Oaks,CA,"(L),(M)","Bars/Clubs,Restaurant",checked,,,1986,1/28/2022 12:39pm
289,Cabaret Bar,,9435 E. Hwy. 20,Glenhaven,CA,"(D),(E),(PT),(*)",Bars/Clubs,,,,1986,1/28/2022 12:39pm
290,Cracked Skillet Cafe,,"10561 E. Hwy. 20
",Clear Lake Oaks,CA,(R),Restaurant,,,,1986,1/28/2022 12:40pm
291,Islander,Hwy. 20,,Clear Lake Oaks,CA,"(M),(R)",Restaurant,checked,,,1986,1/28/2022 12:43pm
292,Lake Place Resort,(Trailers) (Hot tub) (WE*),9515 Harbor Dr.,Glenhaven,CA,"(H),(WE),(*)",Hotel,,,,1986,6/7/2022 2:25pm
293,Sunset Point Resort,(Bunkhouse) (Beer & wine bar) (707) 998-9933,12037 Hwy. 20,Clear Lake,CA,"(H),(WE),(*)",Hotel,,,,1986,1/28/2022 12:45pm
294,Austin Beach Park,T-Room,,Clear Lake,CA,Cruisy Area,Cruising Areas,checked,,(Clear Lake Highlands),1986,1/28/2022 12:48pm
295,Kneeling Park,T-Room,,Nice,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:48pm
296,Library Park,,,Lakeport,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:48pm
297,South Shore Shopping Center,T-Room ,,Lakeport,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:48pm
298,Vista Point,Hwy. 20 --T-Room,,Clear Lake,CA,Cruisy Area,Cruising Areas,checked,,(Clear Lake Highlands) ,1986,1/28/2022 12:48pm
299,M.C.C.,(415) 827-2960,,Concord,CA,(MCC),Religious Institution,checked,,,1986,6/7/2022 12:44pm
300,Lions Den,(Disco) (Cruisy) ,719 W. 19th St.,Costa Mesa,CA,"(*),(D),(PT)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
301,M.C.C.,,148 E. 22nd St.,Costa Mesa,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
302,Newport Station,(Disco) ,1945 Placentia,Costa Mesa,CA,"(YC),(W),(D),(R),(PT),(E),(*)","Bars/Clubs,Restaurant",,,,1986,1/28/2022 12:57pm
303,Orange Coast College,"Fine Arts & Men's Phys Ed
T-Rooms",,Costa Mesa,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:58pm
304,South Coast Plaza Shopping Center,T-Rooms,,Costa Mesa,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 12:58pm
305,Silver Fox,,10095 Saiach Way,Cupertino,CA,(OC),Bars/Clubs,,,,1986,1/28/2022 12:58pm
306,T-Rooms ,opp. Henry Dana St. Park,,Dana Point,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:59pm
307,U.C.D. ," Shields Library (4th floor) &
TB5 Bldg. T-Rooms",,Davis,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 12:59pm
308,Stallion Oak Ranch,(Resort) ,"PO. Box 155, Descanso 92016",Descanso,CA,"(P),(H)",Hotel,checked,,,1986,6/13/2022 9:34am
309,Dutch Treat,Off Hwy. 80 ,,Dutch Flat,CA,"(M),(R)",Restaurant,checked,,,1986,1/28/2022 1:01pm
310,'F' Street Bookstore,,158 E. Main,El Cajon,CA,(*),Book Store,,,,1986,1/28/2022 1:01pm
311,Parkway Plaza Mall,May Co.,,El Cajon,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 1:04pm
312,Wells Park,,,El Cajon,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 1:04pm
313,Dairy Queen ,,,El Centro,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 1:04pm
314,Greyhound Bus Depot,T-Room,,El Centro,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 1:04pm
315,Eddie's,,4101 N. Arden Dr.,El Monte,CA,(PT),Bars/Clubs,,,,1986,1/28/2022 8:45pm
316,Richmond St. Bar & Grill,,142 Richmond St.,El Segundo,CA,(R),Restaurant,,,,1986,1/28/2022 8:45pm
317,Ranchali's,,831 S. Escondido,Escondido,CA,(R),Restaurant,,,,1986,1/28/2022 8:46pm
318,Grape Day Park,(Heritage Section),,Escondido,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 8:47pm
319,Baths ,(Thru bar—closes 12 midnight or 1am) 7th & 'A' Sts.,,Eureka,CA,"(M),(OC),(PT)",Bathhouses,checked,,,1986,6/7/2022 2:20pm
320,Driftwood Tavern,(WE*) 1st & 'C' Sts.,,Eureka,CA,"(D),(L),(PT),(W),(WE),(*),(*)",Bars/Clubs,checked,,,1986,6/7/2022 2:22pm
321,Old Town,'Nights' ,,Eureka,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:10pm
322,Sequoia Park Zoo,,,Eureka,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 10:10pm
323,Trinidad Beach St. Park,"21 mi. N. of Eureka
'BA' beach—7/10 mi. N. of park entrance",,Eureka,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:10pm
324,Adult Book Store,(Cruisy) Valley Blvd. nr. Cherry,,Fontana,CA,Cruisy Area,"Book Store,Erotic Shop,Cruising Areas",checked,,,1986,6/7/2022 2:11pm
325,Dehaven Valley Farm,(Bed & Breakfast) ('BA' beach) (707) 964-5252,"RO. Box 211, Westport, CA",Fort Bragg,CA,"(H),(R),(BA)","Hotel,Restaurant",checked,,,1986,6/13/2022 9:34am
326,Golden Gate Adult Book Store,,40555-B Grimmer Blvd.,Fremont,CA,(F&S),"Book Store,Erotic Shop",,,,1986,1/28/2022 10:12pm
327,Coyote Hills Regional Park,,,Fremont,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:13pm
328,Carousel ,(Belmont & U.S. 99),1444 W. White,Fresno,CA,"(M),(R)",Restaurant,,,,1986,1/28/2022 10:13pm
329,City Lights,,88 E. Olive,Fresno,CA,(R),Restaurant,,,,1986,1/28/2022 10:14pm
330,Cool Adult Store,(24 Hrs.) ,3601 E. Ventura Ave.,Fresno,CA,,Erotic Shop,,,,1986,1/28/2022 10:14pm
331,Denny's,,3120 N. Blackstone,Fresno,CA,"(M),(R),(C),(AH)",Restaurant,,,,1986,1/28/2022 10:15pm
332,Fresno Express,(Disco) ,708 N. Blackstone,Fresno,CA,"(YC),(D)",Bars/Clubs,,,,1986,1/28/2022 10:16pm
333,Express Grill,,708 N. Blackstone,Fresno,CA,"(R),(*)",Restaurant,,,,1986,1/28/2022 10:16pm
334,Video Box,,708 N. Blackstone,Fresno,CA,(V),Theatre,,,,1986,1/28/2022 10:16pm
335,Front Runner,(Publication) ,164 N. Blackstone #119,Fresno,CA,,Publication,,,,1986,1/28/2022 10:18pm
336,Gordick's Books,,6015 N. Palm #101,Fresno,CA,,Book Store,,,,1986,1/28/2022 10:22pm
337,M.C.C.,(Unitarian Church) ,4144 N. Millbrook,Fresno,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
338,Palace Saloon,,4030E.Belmont,Fresno,CA,"(L),(D),(PT),(WE)",Bars/Clubs,,,,1986,1/28/2022 10:23pm
339,Red Lantern,"(Some W, SM, OC) (Curisy) (WE*) ",4618 E. Belmont,Fresno,CA,"(W),(SM),(OC),(PT),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:26pm
340,Steam Works ,(Baths) (WE*) ,1820 S. Mary St.,Fresno,CA,"(P),(WE),(*)",Bathhouses,,,,1986,6/7/2022 2:26pm
341,Wild Cat Book Store,,1535 Fresno St.,Fresno,CA,,Book Store,,,,1986,1/28/2022 10:24pm
342,Radio Park,1st & Clinton,,Fresno,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:25pm
343,Roeding Park,,,Fresno,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:25pm
344,Woodward Park,,,Fresno,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:25pm
345,D.O.K. West,,12889 Garden Grove Blvd.,Garden Grove,CA,"(YC),(D),(*)",Bars/Clubs,,,,1986,1/28/2022 10:26pm
346,Gay & Lesbian Center,(714) 534-0862 or 534-3261,12832 Garden Grove Blvd.,Garden Grove,CA,,Community Center/ Support Group,,,,1986,2/15/2022 5:43pm
347,Happy Hour,,12081 Garden Grove Blvd.,Garden Grove,CA,"(L),(R),(PT)",Restaurant,,,,1986,1/28/2022 10:27pm
348,Hip Packet ,"(Adult books, toys, film , etc.)",12686 Garden Grove Blvd.,Garden Grove,CA,,Erotic Shop,,,,1986,6/7/2022 12:57pm
349,Mac's Landing ,,8514 Garden Grove Blvd.,Garden Grove,CA,"(PT),(*)",Bars/Clubs,,,,1986,1/28/2022 10:28pm
350,Maneuvers ,"(W, SM, Uniforms) ",11086 Garden Grove Blvd.,Garden Grove,CA,"(W),(SM),(PT),(*)",Bars/Clubs,,,,1986,1/28/2022 10:30pm
351,Mug ,,8612 Garden Grove Blvd.,Garden Grove,CA,,,,,,1986,1/28/2022 10:30pm
352,Party House,"(Books, toys, etc.) ",8751 Garden Grove Blvd.,Garden Grove,CA,,"Book Store,Erotic Shop",,,,1986,1/28/2022 10:31pm
353,Rumour Hazzit,(Preppies) (Disco) (May be moving) ,8741 Garden Grove Blvd.,Garden Grove,CA,"(D),(PT)",Bars/Clubs,,,,1986,1/28/2022 10:32pm
354,Tiki Hut ,"(Some W,OC)(Cruisy)",9042 Garden Grove Blvd.,Garden Grove,CA,"(*),(W),(OC)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
355,"Campground, ",showers & R.R. bridge,,Gaviota State Beach,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:35pm
356,'Rest Stops',on US 101 (both N. & S.),,Gaviota State Beach,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:35pm
357,El Capitan,,13825 S. Hawthorne,Hawthorne,CA,,Bars/Clubs,,,,1986,1/28/2022 10:36pm
358,Big Mama's,,22615 Mission Blvd.,Hayward,CA,,Bars/Clubs,,,,1986,1/28/2022 10:36pm
359,Driftwood Lounge,,22170 Mission Blvd.,Hayward,CA,"(L),(PT),(D)",Bars/Clubs,,,,1986,1/28/2022 10:37pm
360,Golden Gate Adult Books,,22553 Main St.,Hayward,CA,"(F&S),(*)","Book Store,Erotic Shop",,,,1986,1/28/2022 10:37pm
361,Inbetween ,"(C-AH) (Some W,SM) (WE*)",22525 Mission Blvd.,Hayward,CA,"(PT),(C),(AH),(W),(SM),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:25pm
362,Turf Club,(Something for everyone) (Open 6am) (Patio) ,22517 Mission Blvd.,Hayward,CA,"(*),(WE)",Bars/Clubs,,,,1986,1/28/2022 10:39pm
363,Maze Stone County Park,4 1/2 mi. W. on Hwy. 74,,Hemet,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 10:39pm
364,Fantasy Shop ,(Books & Arcade) ,"544 Pacific Coast Hwy.
",Hermosa Beach,CA,,"Erotic Shop,Book Store",,,,1986,6/7/2022 2:03pm
365,'Rest Stop' ,on 1-280 just N. of Bunker Hill Dr.,,Hillsborough,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,1/28/2022 11:10pm
366,Gladiator,"(Some W,SM,OC)",7810 Santa Fe Ave.,Huntington Park,CA,"(W),(SM),(OC),(PT),(*)",Bars/Clubs,,,,1986,1/28/2022 11:09pm
367,Islander,(Some Latins) ,6907 Santa Fe,Huntington Park,CA,"(D),(PT)",Bars/Clubs,,,,1986,1/28/2022 11:10pm
368,Salt Lake Park,,,Huntington Park,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:10pm
369,Greyhound Bus Depot,,,Indio,CA,Cruisy Area,Cruising Areas,checked,,,1986,1/28/2022 11:11pm
370,Annex ,,835 S. La Brea,Inglewood,CA,,Bars/Clubs,,,,1986,1/28/2022 11:11pm
371,Papa Bear's,,1101 S. Prairie,Inglewood,CA,,Bars/Clubs,,,,1986,1/28/2022 11:11pm
372,Beach Men,(Clothing) (Enter next to Boom Boom Room off Mountain Rd.) ,1401 S. Coast Hwy.,Laguna Beach,CA,,Business,,,,1986,1/28/2022 11:13pm
373,Boom Boom Room,(Game room) (Cruisy) (Small Disco) (Enter thru side door or thru Tap Room) Coast Inn,1401 S. Coast Hwy.,Laguna Beach,CA,"(*),(YC),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
374,Carriage House,(Bed & Breakfast) ,1322 Catalina,Laguna Beach,CA,(M),"Hotel,Restaurant",,,,1986,1/28/2022 11:14pm
375,Casa Laguna Motel,,2510 S. Coast Hwy.,Laguna Beach,CA,"(H),(M)",Hotel,,,,1986,1/28/2022 11:14pm
376,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(H)","Restaurant,Hotel",,,,1986,1/28/2022 11:15pm
377,Cottage ,,308 N. Coast Hwy.,Laguna Beach,CA,"(M),(R)",Restaurant,,,,1986,1/28/2022 11:15pm
378,Dizz's As Is,,2794 S. Coast Hwy.,Laguna Beach,CA,"(M),(R)",Restaurant,,,,1986,1/28/2022 11:16pm
379,Little Shrimp,"(Piano bar—
patio in summer)",1305 S. Coast Hwy.,Laguna Beach,CA,"(*),(R),(E)",Restaurant,,,,1986,1/28/2022 11:16pm
