"","ID","title","description","streetaddress","type","amenityfeatures","city","state","Year","lat","lon","categories","cruisy"
"2310","3808","Area behind Mr. Chips","","","Cruising Areas","Cruisy Area","Lake George","NY",1985,43.426181,-73.712341,"Cruising Areas","TRUE"
"2323","3496","Ariel","(Cl. Mon. & Tue.)","53 W. 19th St.","Bars/Clubs","(L)","Greenwich Village & Chelsea","NY",1983,40.740279,-73.9937306,"Bars","FALSE"
"2324","3564","Ariel","(Cl. Mon. & Tue.)","53 W. 19th St.","Bars/Clubs","(L)","Greenwich Village & Chelsea","NY",1984,40.740279,-73.9937306,"Bars","FALSE"
"2325","3820","Ariel","(Wed.-Sun.)","53 W. 19th St.","Bars/Clubs","(L)","Greenwich Village","NY",1985,40.740279,-73.9937306,"Bars","FALSE"
"2376","1958","Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1981,44.2854201,-73.9840428,"Restaurants","FALSE"
"2377","3210","Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1982,44.2854201,-73.9840428,"Restaurants","FALSE"
"2378","3488","Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1983,44.2854201,-73.9840428,"Restaurants","FALSE"
"2379","3551","Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1984,44.2854201,-73.9840428,"Restaurants","FALSE"
"2380","3810","Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1985,44.2854201,-73.9840428,"Restaurants","FALSE"
"2400","3497","Asterisks","(SM , FFA )(a.k.a. Ass tricks)(Next to Alex in Wonderland)","","Bars/Clubs","(P),(SM),(FFA)","Greenwich Village","NY",1983,40.738396,-74.001439,"Bars","FALSE"
"2406","3751","Astoria","","487 Monroe Ave.","Restaurant","(M),(R),(C),(AH)","Rochester","NY",1983,43.1465396,-77.5941112,"Restaurants","FALSE"
"2459","2258","Attic","(Disco)(Easthampton)","Montauk Hwy.","Bars/Clubs","(YC),(D)","The Hamptons","NY",1981,40.847362,-72.578051,"Bars","FALSE"
"2460","3500","Attic","","Montauk Hwy.","Bars/Clubs","(P),(YC),(D)","Easthampton","NY",1982,40.9917075,-72.0691269,"Bars","FALSE"
"2461","3805","Attic","(Disco)(Easthampton)","Montauk Hwy.","Bars/Clubs","(P),(YC),(D)","The Hamptons","NY",1983,40.8828739,-72.4235581,"Bars","FALSE"
"2462","3836","Attic","(Disco) (Easthampton)","Montauk Hwy.","Bars/Clubs","(P),(YC),(D)","The Hamptons","NY",1984,40.8828739,-72.4235581,"Bars","FALSE"
"2463","4071","Attic","(Summers)(Disco) (Easthampton)","Montauk Hwy.","Bars/Clubs","(P),(YC),(D),(*)","The Hamptons","NY",1985,40.847362,-72.578051,"Bars","FALSE"
"2479","3451","Auger's Book Store","","73 Main St.","Book Store","","Cooperstown","NY",1983,42.7002566,-74.9242339,"Businesses","FALSE"
"2480","3520","Auger's Book Store","","73 Main St.","Book Store","","Cooperstown","NY",1984,42.7002566,-74.9242339,"Businesses","FALSE"
"2518","2210","Avenue Pub","","522 Monroe Ave.","Bars/Clubs","","Rochester","NY",1981,43.1464217,-77.5930368,"Bars","FALSE"
"2519","3452","Avenue Pub","(Fun neighborhood bar - best Sundays*)","522 Monroe Ave.","Bars/Clubs","(*)","Rochester","NY",1982,43.1464217,-77.5930368,"Bars","FALSE"
"2520","3752","Avenue Pub","(Fun neighborhood bar - best Sundays*)","522 Monroe Ave.","Bars/Clubs","(*)","Rochester","NY",1983,43.1464217,-77.5930368,"Bars","FALSE"
"2521","3791","Avenue Pub","(Fun neighborhood bar - best Sundays*)","522 Monroe Ave.","Bars/Clubs","(*)","Rochester","NY",1984,43.1464217,-77.5930368,"Bars","FALSE"
"2522","4024","Avenue Pub","(Fun neighborhood bar- Best Sundays*)","522 Monroe Ave.","Bars/Clubs","(*)","Rochester","NY",1985,43.1464217,-77.5930368,"Bars","FALSE"
"2589","2211","Bachelor Forum","(Some SM, W, OC, RT)(WE*) nr. Goodman","1065 E. Main","Bars/Clubs","(SM),(W),(RT),(OC),(WE),(*)","Rochester","NY",1981,43.1620169,-77.5841015,"Bars","FALSE"
"2590","3453","Bachelor Forum","(Some SM, W, FFA)","1065 E. Main nr. Goodman","Bars/Clubs","(SM),(W),(FFA)","Rochester","NY",1982,43.162017,-77.584101,"Bars","FALSE"
"2591","3753","Bachelor Forum","(Some SM, W , FFA) nr. Goodman","1065 E. Main","Bars/Clubs","(SM),(W),(FFA),(*)","Rochester","NY",1983,43.1620169,-77.5841015,"Bars","FALSE"
"2592","3792","Bachelor Forum","(Some SM, W, FFA)","1065 E. Main nr. Goodman","Cruising Areas","(SM),(W),(FFA),(*)","Rochester","NY",1984,43.162017,-77.584101,"Cruising Areas","TRUE"
"2593","4025","Bachelor Forum","(Some SM,W,FFA)","1065 E. Main nr. Goodman","Bars/Clubs","(SM),(W),(FFA),(*)","Rochester","NY",1985,43.162017,-77.584101,"Bars","FALSE"
"2665","1966","Back Room Book Shop","","178 Christopher St.","Book Store","(*)","Greenwich Village","NY",1981,40.732275,-74.0097018,"Businesses","FALSE"
"2666","3218","Back Room Book Shop","","178 Christopher St.","Book Store","(*)","Greenwich Village & Chelsea","NY",1982,40.732275,-74.0097018,"Businesses","FALSE"
"2699","2066","Backstage","","318 W. 45th St.","Restaurant,Bars/Clubs","(M),(R),(E)","Midtown","NY",1981,40.7594733,-73.9894282,"Bars","FALSE"
"2701","3310","Backstage","","318 W. 45th St.","Restaurant,Bars/Clubs","(M),(R),(E)","Midtown","NY",1982,40.7594733,-73.9894282,"Bars","FALSE"
"2704","3614","Backstage","","318 W. 45th St.","Restaurant,Bars/Clubs","(M),(R),(E)","Midtown","NY",1983,40.7594733,-73.9894282,"Bars","FALSE"
"2706","3662","Backstage","","318 W. 45th St.","Restaurant,Bars/Clubs","(M),(R),(E)","Midtown","NY",1984,40.7594733,-73.9894282,"Bars","FALSE"
"2726","4026","Backstreets","(Disco)","16-17 Charlotte St.","Bars/Clubs","(D)","Rochester","NY",1985,43.1584006,-77.59856,"Bars","FALSE"
"2730","2067","Backyard","","243 E. 53rd St.","Bars/Clubs","","Midtown","NY",1981,40.7572336,-73.9676942,"Bars","FALSE"
"2731","3615","Backyard","","243 E. 53rd St.","Bars/Clubs","","Midtown","NY",1983,40.7572336,-73.9676942,"Bars","FALSE"
"2737","1967","Badlands","(Some W , SM)","Christopher & West Sts.","Bars/Clubs","(SM),(W)","Greenwich Village","NY",1981,40.706223,-74.01701,"Bars","FALSE"
"2740","3219","Badlands","(Some W, SM)","Christopher & West Sts.","Bars/Clubs","(W),(SM)","Greenwich Village","NY",1982,40.732817,-74.010034,"Bars","FALSE"
"2742","3499","Badlands","(Some W, SM)","West St.","Bars/Clubs","(SM),(W)","Greenwich Village","NY",1983,40.732817,-74.010034,"Bars","FALSE"
"2743","3498","Badlands","(Some W, SM)","Christopher St.","Bars/Clubs","(W),(SM)","Greenwich Village","NY",1983,40.732817,-74.010034,"Bars","FALSE"
"2748","3565","Badlands","(Some W, SM)","Christopher & West Sts.","Bars/Clubs","(W),(SM)","Greenwich Village","NY",1984,40.732817,-74.010034,"Bars","FALSE"
"2749","3821","Badlands","(Some W,SM) (at Christopher)","388 West St.","Bars/Clubs","(W),(SM)","Greenwich Village","NY",1985,40.732817,-74.010034,"Bars","FALSE"
"2839","1968","Barbary Coast","(Fun neighborhood bar) at 14th St.","64 7th Ave.","Bars/Clubs","","Greenwich Village","NY",1981,40.7388673,-73.9997225,"Bars","FALSE"
"2841","3220","Barbary Coast","(Fun neighborhood bar)","67 7th Ave. at 14 St.","Bars/Clubs","","Greenwich Village","NY",1982,40.738867,-73.999722,"Bars","FALSE"
"2843","3500","Barbary Coast","(Fun neighborhood bar) at 14th St.","64 7th Ave.","Bars/Clubs","","Greenwich Village & Chelsea","NY",1983,40.7317792,-74.0040622,"Bars","FALSE"
"2844","3566","Barbary Coast","(Fun neighborhood bar)","64 7th Ave. at 14th St.","Bars/Clubs","","Greenwich Village","NY",1984,40.738867,-73.999722,"Bars","FALSE"
"2845","3822","Barbary Coast","(Fun neighborhood bar) (at 14th St.)","64 7th Ave.","Bars/Clubs","","Greenwich Village","NY",1985,40.738867,-73.999722,"Bars","FALSE"
"2976","2262","Beach","at end of 2-Mile Hollow Rd. (Go left)(Easthampton)","","Cruising Areas","Cruisy Area","The Hamptons","NY",1981,40.939046,-72.20619,"Cruising Areas","TRUE"
"2978","3505","Beach","(at end of 2-Mile Hollow Rd.) (Go left)","","Cruising Areas","Cruisy Area","Easthampton","NY",1982,40.963434,-72.184801,"Cruising Areas","TRUE"
"2981","3807","Beach","at end of 2-Mile Hollow Rd. (Go left)(Easthampton)","","Cruising Areas","Cruisy Area","The Hamptons","NY",1983,40.939046,-72.20619,"Cruising Areas","TRUE"
"2988","3839","Beach","at end of 2-Mile Hollow Rd. (Go left)
(Easthampton)","","Cruising Areas","Cruisy Area","The Hamptons","NY",1984,40.939046,-72.20619,"Cruising Areas","TRUE"
"2991","4074","Beach","(at end of 2-Mile Hollow Rd. ) (Go left)(Easthampton)","","Cruising Areas","Cruisy Area","The Hamptons","NY",1985,40.939046,-72.20619,"Cruising Areas","TRUE"
"3010","2198","Beach Haven","(Staten Island)","901 Father Cappanado Blvd.","Bars/Clubs","(D),(PT),(L)","Staten Island","NY",1981,40.5746154,-74.0855282,"Bars","FALSE"
"3011","3440","Beach Haven","","901 Father Capodanno Blvd.","Bars/Clubs","(L),(D),(PT)","Staten Island","NY",1982,40.5746154,-74.0855282,"Bars","FALSE"
"3012","1928","Beach Hotel","597-6600","Cherry Grove","Hotel","(H)","Fire Island","NY",1981,40.659694,-73.090049,"Accommodations","FALSE"
"3013","3182","Beach Hotel","597-6600","Cherry Grove","Hotel","(H)","Fire Island, L.I.","NY",1982,40.659792,-73.089962,"Accommodations","FALSE"
"3014","3461","Beach Hotel","597-6600","Cherry Grove","Hotel","(H)","Fire Island","NY",1983,40.659694,-73.090049,"Accommodations","FALSE"
"3015","3529","Beach Hotel","597-6600","Cherry Grove","Hotel","(H)","Fire Island","NY",1984,40.659694,-73.090049,"Accommodations","FALSE"
"3016","3776","Beach Hotel","(516)597-6600","Cherry Grove","Hotel","(H)","Fire Island","NY",1985,40.659792,-73.089962,"Accommodations","FALSE"
"3062","2068","Beacon Baths","","227 E. 45th St.","Bathhouses","(OC)","Midtown","NY",1981,40.752406,-73.97177,"Bath Houses","FALSE"
"3063","3311","Beacon Baths","(Chubby chasers)","227 E. 45th St.","Bathhouses","(OC)","Midtown","NY",1982,40.752406,-73.97177,"Bath Houses","FALSE"
"3064","3616","Beacon Baths","(Chubby chasers)","227 E. 45th St.","Bathhouses","(OC)","Midtown","NY",1983,40.752406,-73.97177,"Bath Houses","FALSE"
"3065","3663","Beacon Baths","(Chubby chasers)","227 W. 45th St.","Bathhouses","(OC)","Midtown","NY",1984,40.7584643,-73.9863198,"Bath Houses","FALSE"
"3079","1969","Beau Geste","at 20th St.","239 3rd Ave.","Restaurant","(R)","Greenwich Village","NY",1981,40.736684,-73.9843661,"Restaurants","FALSE"
"3080","3221","Beau Geste","","239 3rd Ave. at 20th St.","Restaurant","(R)","Greenwich Village","NY",1982,40.736684,-73.984366,"Restaurants","FALSE"
"3098","3407","Beekman","","","Cruising Areas","Cruisy Area","Uptown","NY",1982,40.753309,-73.964796,"Cruising Areas","TRUE"
"3099","2159","Beekman Place","","","Cruising Areas","Cruisy Area","Uptown","NY",1981,40.753309,-73.964796,"Cruising Areas","TRUE"
"3100","3703","Beekman Place","","","Cruising Areas","Cruisy Area","Uptown","NY",1983,40.753309,-73.964796,"Cruising Areas","TRUE"
"3101","3745","Beekman Place","","","Cruising Areas","Cruisy Area","Uptown","NY",1984,40.753309,-73.964796,"Cruising Areas","TRUE"
"3102","3974","Beekman Place","","","Cruising Areas","Cruisy Area","Uptown- N.Y.C.","NY",1985,40.753309,-73.964796,"Cruising Areas","TRUE"
"3112","2069","Belair Travel Ltd.","","342 Madison Ave.","Travel Service","","Midtown","NY",1981,40.7539706,-73.9788707,"Businesses","FALSE"
"3113","3312","Belair Travel Ltd.","","342 Madison Ave.","Travel Service","","Midtown","NY",1982,40.7539706,-73.9788707,"Businesses","FALSE"
"3164","3501","Belvedere Bar","at 20th St.","239 3rd Ave.","Bars/Clubs,Restaurant","(R)","Greenwich Village & Chelsea","NY",1983,40.736684,-73.9843661,"Bars","FALSE"
"3165","3183","Belvedere Hotel","","Cherry Grove","Hotel","(H)","Fire Island, L.I.","NY",1982,40.659792,-73.089962,"Accommodations","FALSE"
"3166","3462","Belvedere Hotel","597-6448","Cherry Grove","Hotel","(H)","Fire Island","NY",1983,40.661602,-73.085458,"Accommodations","FALSE"
"3167","3530","Belvedere Hotel","597-6448","Cherry Grove","Hotel","(H)","Fire Island","NY",1984,40.661602,-73.085458,"Accommodations","FALSE"
"3168","3777","Belvedere Hotel","(516)597-6448","Cherry Grove","Hotel","(H)","Fire Island","NY",1985,40.659792,-73.089962,"Accommodations","FALSE"
"3214","3753","Beritz","(Disco) (Some hot Italian studs) (Bensonhurst)","7507 Utrecht","Bars/Clubs","(*),(D),(S)","Brooklyn","NY",1984,40.6131601,-73.9959724,"Bars","FALSE"
"3251","3502","Beth Simchat Torah","(Gay Synagogue)","55 Bethune","Religious Institutions","","Greenwich Village & Chelsea","NY",1983,40.7366072,-74.0088113,"Religious Institutions","FALSE"
"3252","3567","Beth Simchat Torah","(Gay Synagogue)","55 Bethune","Religious Institutions","","Greenwich Village & Chelsea","NY",1984,40.7366072,-74.0088113,"Religious Institutions","FALSE"
"3253","3823","Beth Simchat Torah","(Gay Synagogue)","55 Bethune","Religious Institutions","","Greenwich Village","NY",1985,40.7366072,-74.0088113,"Religious Institutions","FALSE"
"3254","2179","Betsy Ross","(Cruisy)(Jackson Heights)","73-13 37th Ave.","Bars/Clubs,Cruising Areas","(D)","Queens","NY",1981,40.7490898,-73.892489,"Bars","TRUE"
"3255","3425","Betsy Ross","(Cruisy)","73-13 37th Ave.","Bars/Clubs,Cruising Areas","(D)","Jackson Heights","NY",1982,40.7490898,-73.892489,"Bars","TRUE"
"3256","1896","Betsy's","(Some L)(Disco)","Pearl St.","Bars/Clubs","(D),(*),(L)","Buffalo","NY",1981,42.887401,-78.875044,"Bars","FALSE"
"3257","3425","Betsy's","","454 Pearl St.","Bars/Clubs","(L),(D)","Buffalo","NY",1983,42.8916772,-78.8739589,"Bars","FALSE"
"3258","2070","Better Days","(Many B)(Disco)","316 W. 49th St.","Bars/Clubs","(B),(D),(*)","Midtown","NY",1981,40.7619279,-73.9877249,"Bars","FALSE"
"3259","3313","Better Days","(Many B) (Disco) (Lockers & showers)","316 W. 49th St.","Bars/Clubs","(B),(D),(*)","Midtown","NY",1982,40.7619279,-73.9877249,"Bars","FALSE"
"3260","3617","Better Days","(Many B)(Disco)","316 W. 49th St.","Bars/Clubs","(B),(D),(*)","Midtown","NY",1983,40.7619279,-73.9877249,"Bars","FALSE"
"3261","3664","Better Days","(Many B) (Disco)","316 W. 49th St.","Bars/Clubs","(B),(D),(*)","Midtown","NY",1984,40.7619279,-73.9877249,"Bars","FALSE"
"3262","3907","Better Days","(Many B)(Disco)","316 W. 49th St.","Bars/Clubs","(B),(D),(*)","Midtown","NY",1985,40.7619279,-73.9877249,"Bars","FALSE"
"3265","3152","Bety's","(Some L) (Disco)","Pearl St.","Bars/Clubs","(L),(D)","Buffalo","NY",1982,42.8874014,-78.8750436,"Bars","FALSE"
"3282","1970","Big Dish  383 W . 12th St.","","383 W. 12th St.","Restaurant","(M),(R)","Greenwich Village","NY",1981,40.737755,-74.008756,"Restaurants","FALSE"
"3305","1951","Big Mike's","(Some L, YC)(WE*)","201 Winsor","Bars/Clubs","(L),(YC),(D),(WE),(*)","Jamestown","NY",1981,42.0976073,-79.2302812,"Bars","FALSE"
"3306","3204","Big Mike's","(Some L, YC) (WE*)","201 Winsor","Bars/Clubs","(L),(YC),(D),(WE),(*)","Jamestown","NY",1982,42.097607,-79.230281,"Bars","FALSE"
"3307","3483","Big Mike's","(Some L, YC)(WE*)","201 Winsor","Bars/Clubs","(L),(YC),(D),(WE),(*)","Jamestown","NY",1983,42.0976073,-79.2302812,"Bars","FALSE"
"3308","3546","Big Mike's","","201 Winsor","Bars/Clubs","(L),(YC),(D),(WE)","Jamestown","NY",1984,42.0976073,-79.2302812,"Bars","FALSE"
"3327","2071","Big Top Theatre","(Disco)(Lockers & showers) at 49th St.","1604 Broadway","Bars/Clubs,Theatre","(S),(E),(D)","Midtown","NY",1981,40.7604668,-73.9842507,"Bars","FALSE"
"3328","3314","Big Top Theatre","(Disco) (Lockers & showers)","1604 Broadway at 49th St.","Theatre,Bars/Clubs","(S),(E),(D)","Midtown","NY",1982,40.760467,-73.984251,"Bars","FALSE"
"3329","3618","Big Top Theatre","(Disco)(Lockers & showers) at 49th St.","1604 Broadway","Bars/Clubs,Theatre","(S),(E),(D)","Midtown","NY",1983,40.7604668,-73.9842507,"Bars","FALSE"
"3330","3665","Big Top Theatre","(Disco) (Lockers & showers)","1604 Broadway at 49th St.","Bars/Clubs,Theatre","(S),(E),(D)","Midtown","NY",1984,40.760467,-73.984251,"Bars","FALSE"
"3331","3908","Big Top Theatre","(Disco)(Lockers & showers) (at 49th St.)","1604 Broadway","Bars/Clubs,Theatre","(S),(E),(D)","Midtown","NY",1985,40.7604668,-73.9842507,"Bars","FALSE"
"3332","1971","Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R),(*)","Greenwich Village","NY",1981,40.7368806,-74.0080946,"Restaurants","FALSE"
"3333","3222","Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R),(*)","Greenwich Village & Chelsea","NY",1982,40.7368806,-74.0080946,"Restaurants","FALSE"
"3334","3503","Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R),(*)","Greenwich Village & Chelsea","NY",1983,40.7368806,-74.0080946,"Restaurants","FALSE"
"3335","3568","Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R),(*)","Greenwich Village & Chelsea","NY",1984,40.7368806,-74.0080946,"Restaurants","FALSE"
"3336","3824","Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R)","Greenwich Village","NY",1985,40.7368806,-74.0080946,"Restaurants","FALSE"
"3344","2132","Bike Stop West","(Very mixed bag)(WE*)","230 W. 75th St.","Bars/Clubs","(WE),(*)","Uptown","NY",1981,40.781064,-73.982005,"Bars","FALSE"
"3345","3377","Bike Stop West","(Very mixed bag) (WE*)","230 W. 75th St.","Bars/Clubs","(WE),(*)","Uptown","NY",1982,40.781064,-73.982005,"Bars","FALSE"
"3346","3674","Bike Stop West","(Very mixed bag)(WE*)","230 W. 75th St.","Bars/Clubs","(WE),(*)","Uptown","NY",1983,40.781064,-73.982005,"Bars","FALSE"
"3347","3719","Bike Stop West","(Very mixed bag) (WE*)","230 W. 75th St.","Bars/Clubs","(WE),(*)","Uptown","NY",1984,40.781064,-73.982005,"Bars","FALSE"
"3348","3954","Bike Stop West","('Mixed bag')","230 W. 75th St.","Bars/Clubs","","Uptown","NY",1985,40.781064,-73.982005,"Bars","FALSE"
"3373","2180","Billy Club","(3am-8am)(Some L)(Disco)(AH*)(Back room)","64-04 Roosevelt","Bars/Clubs","(AH),(D),(P),(L),(YC),(*)","Queens","NY",1981,40.7457891,-73.8999245,"Bars","FALSE"
"3379","2181","Billy the Kid","76-07 Roosevelt Ave. (Jackson Heights) (Some YC, W , SM)","76-07 Roosevelt Ave.","Bars/Clubs","(*),(YC),(W),(SM),(PT)","Queens","NY",1981,40.7473326,-73.8892961,"Bars","FALSE"
"3380","3426","Billy the Kid","(Some YC, W, SM)","76-07 Roosevelt Ave.","Bars/Clubs","(YC),(W),(SM),(PT)","Jackson Heights","NY",1982,40.7473326,-73.8892961,"Bars","FALSE"
"3381","3725","Billy the Kid","(Some YC, W, SM)","76-07 Roosevelt Ave .","Bars/Clubs","(YC),(W),(SM),(PT)","Queens","NY",1983,40.7473326,-73.8892961,"Bars","FALSE"
"3382","3764","Billy the Kid","(Some YC, W, SM,) (Jackson Heights)","76-07 Roosevelt Ave.","Bars/Clubs","(YC),(W),(SM),(PT)","Queens","NY",1984,40.7473326,-73.8892961,"Bars","FALSE"
"3383","3996","Billy the Kid","(Some YC, W, SM) (Jackson Heights)","76-07 Roosevelt Ave.","Bars/Clubs","(YC),(W),(SM),(PT)","Queens","NY",1985,40.7473326,-73.8892961,"Bars","FALSE"
"3408","3744","Birds of a Feather","(Disco)(WE*) at Bloomer Road (Westchester County)","Rte. 121","Bars/Clubs","(YC),(D),(WE),(*)","North Salem","NY",1983,41.335036,-73.571905,"Bars","FALSE"
"3409","3783","Birds of a Feather","(Disco) (WE*) (Westchester County)","Rte. 121 at Bloomer Road","Bars/Clubs","(YC),(D),(WE),(*)","North Salem","NY",1984,41.335036,-73.571905,"Bars","FALSE"
"3410","4018","Birds of a Feather","(Disco)(WE*) (Westchester County) (at Bloomer Rd.)","Rt. 121","Bars/Clubs","(YC),(D),(WE),(*)","North Salem","NY",1985,41.335036,-73.571905,"Bars","FALSE"
"3412","3445","Birds of a Feather at Bloomer Road","(Disco) (WE*)","Rte. 121","Bars/Clubs","(YC),(D),(WE),(*)","Westchester County","NY",1982,41.2864276,-73.6118148,"Bars","FALSE"
"3458","1972","Black Sheep","(No booze - Take your own wine)","342 W. 11th St.","Restaurant","(R)","Greenwich Village","NY",1981,40.7354173,-74.0080414,"Restaurants","FALSE"
"3459","3223","Black Sheep","","342 W. 11th St.","Restaurant","(R),(M)","Greenwich Village & Chelsea","NY",1982,40.7354173,-74.0080414,"Restaurants","FALSE"
"3467","2207","Blair's Tavern","","30 Marion St.","Bars/Clubs","(M)","Plattsburg","NY",1981,44.6979543,-73.4544606,"Bars","FALSE"
