ID2,title,streetaddress,description,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
172,It's About Time (IBT's),616 N. 4th Ave.,882-3053 noon-1am,Tucson,AZ,"(*),(MW),D,(E),(WC)",Bars,,,,1995,12/3/2022 4:07am
173,Stonewall,2921 1st Ave.,"624-8805 8pm-1am, patio; also Eagle 9am-1am",Tucson,AZ,"D,(WC),(L)",Bars,,,,1995,12/3/2022 4:08am
174,Venture-N,1239 N. 6th Ave.,"882-8224 6am-1am, from 10am Sun, patio",Tucson,AZ,"(*),(L),(WC)",Bars,,,,1995,12/3/2022 4:09am
175,Antigone Books,600 N. 4th Ave.,"792-3715 10am-6pm, noon-5pm Sun, lesbigay/feminist",Tucson,AZ,(WC),Bookstores/Retail Shops,,,,1995,12/3/2022 4:10am
176,Arizona Travel Center,2502 E. Grant Rd.,323-3250/(800)553-5471,Tucson,AZ,(IGTA),Travel/Tour Operators,,,,1995,12/3/2022 4:11am
177,Fantasy Travel,610 E. Knox Dr.,293-2620,Tucson,AZ,,Travel/Tour Operators,,,,1995,12/3/2022 4:12am
178,"Observer, The","PO Box 50733, 85703",622-7176,Tucson,AZ,,Publications,checked,,,1995,12/3/2022 4:13am
179,"Bookstore Southwest, The",5754 E. Speedway Blvd.,790-1550,Tucson,AZ,,Erotica,,,,1995,12/3/2022 4:13am
180,Caesar's Book Store,2540 N. Oracle Rd.,622-9479,Tucson,AZ,,Erotica,,,,1995,12/3/2022 4:14am
181,Bargain Box,408 16th St.,"782-6742, 24hrs",Yuma,AZ,,Erotica,,,,1995,12/3/2022 4:16am
182,Joe Henry Park,,(AYOR),Yuma,AZ,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 4:16am
183,U of Central Arkansas Gay/Lesbian Student Union,"PO Box 7006, 72032",,Conway,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:18am
184,"Arbour Glen, The",7 Lema,253-9010 full brkfst,Eureka Springs,AR,(MW),Accommodations,,,,1995,12/3/2022 4:19am
185,Cedarberry Cottage B&B,3 Kings Hwy.,253-6115 hot tubs,Eureka Springs,AR,(GF),Accommodations,,,,1995,12/3/2022 4:20am
186,Crescent Dragonwagon's Diary Hollow House ,516 Spring St.,253-7444/ (800)562-8650 upscale dining Th-Mon,Eureka Springs,AR,(GF),Accommodations,,,,1995,12/3/2022 4:21am
187,"Gardener's Cottage, The",,"253-9111/ (800)833-3394 priv. country cottage for 2, jacuzzi, seasonal",Eureka Springs,AR,(GF),Accommodations,checked,,,1995,12/3/2022 4:23am
188,Greenwood Hollow Ridge,1 Greenwood Hollow Ridge,"253-5283 B&B, exclusively lesbigay, RV spaces",Eureka Springs,AR,"(MW),(WC)",Accommodations,,,,1995,12/3/2022 4:24am
189,Maple Leaf Inn,6 Kings Hwy.,"253-6876/ (800)372-6542 restored Victorian, jacuzzis, full brkfst",Eureka Springs,AR,(GF),Accommodations,,,,1995,12/3/2022 4:25am
190,Palace Hotel and Bath House,135 Spring St.,253-7474,Eureka Springs,AR,"(*),(GF)",Accommodations,,,,1995,12/3/2022 4:26am
191,Pond Mountain Lodge & Resort,"Rte. 1 Box 50, 72632",253-5877/(800)583-8043 full brkfst,Eureka Springs,AR,"(GF),(SW)",Accommodations,checked,,,1995,12/3/2022 4:28am
192,Purple Iris Inn,RR 6 Box 339 (Hwy. 62 W.),253-8748/ (800)831-4747 seasonal,Eureka Springs,AR,"(GF),(WC)",Accommodations,checked,,,1995,12/3/2022 4:29am
193,Rock Cottage Gardens,10 Eugenia St.,"253-8659/ (800)624-6646 full brkfst, hot tubs",Eureka Springs,AR,(MW),Accommodations,,,,1995,12/3/2022 4:30am
194,Singleton House,11 Singleton,"253-9111/ (800)833-3394 1890s Victorian, nr. shops, full brkfst",Eureka Springs,AR,(GF),Accommodations,,,,1995,12/3/2022 4:31am
195,Celebrity Club,75 Prospect,"(Crescent Hotel) 253-9766 4pm-2am, clsd Sun-Mon",Eureka Springs,AR,"(GF),(E)",Bars,,,,1995,12/3/2022 4:32am
196,Center Street Bar & Grill,10 Center St.,"253-8102 5pm-2am, clsd Sun",Eureka Springs,AR,"(GF),D,(F),(E)",Bars,,,,1995,12/3/2022 4:34am
197,Chelsea's Corner Cafe,10 Mountain St.,"253-6723 11am-2am, clsd Sun",Eureka Springs,AR,(GF),Bars,,,,1995,12/3/2022 4:34am
198,Cafe Armagost,52 Kings Hwy.,"253-8075 excellent French/Creole gourmet, 5pm-10pm, Sun brunch",Eureka Springs,AR,(*),Restaurants & Cafes,,,,1995,12/3/2022 4:36am
199,Ermilio's,26 White,"253-8806 clsd Th, Italian cuisine",Eureka Springs,AR,,Restaurants & Cafes,,,,1995,12/3/2022 4:37am
200,Plaza,55 S. Main,"253-8866 lunch, dinner, French cuisine",Eureka Springs,AR,,Restaurants & Cafes,,,,1995,12/3/2022 4:38am
201,AA Live & Let Live Group,,"521-5260, 7:30pm Mon, 5pm Sat",Fayetteville,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:40am
202,Gay/Lesbian Student Association,"University of AR, AU517, 72701",,Fayetteville,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:40am
203,Ron's,523 W. Poplar,"442-3052 9pm-2am, clsd Mon-Tues",Fayetteville,AR,"(MW),D,(PC)",Bars,,,,1995,12/3/2022 4:41am
204,Passages,434 N. College Ave.,"442-5845, 10am-6pm, 1pm-5pm Sun, alternative bookstore",Fayetteville,AR,,Bookstores/Retail Shops,,,,1995,12/3/2022 4:43am
205,Flat Rock Beach,,mixed crowd but fun,Fayetteville,AR,"Cruisy Area,(N)",Cruising Areas,checked,,,1995,12/3/2022 4:43am
206,Lake Fayetteville,,(AYOR),Fayetteville,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 4:44am
207,B&B Lounge,1004 1/2 Garrison,783-9347 7am-1am,Ft. Smith,AR,"(BW),(WC)",Bars,,,,1995,12/3/2022 4:45am
208,Court Garden,305 Garrison Ave.,"783-9822 5pm-5am, courtyard",Ft. Smith,AR,"(MW),D,(S),(PC)",Bars,,,,1995,12/3/2022 4:45am
209,3rd & Garrison Sts.,,(AYOR),Ft. Smith,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 4:46am
210,Our House Lounge & Restaurant,235 Malvern St.,"624-6868 7pm-3am, shows monthly",Hot Springs,AR,"(*),(MW),D,(F),(S)",Bars,,,,1995,12/3/2022 4:47am
211,De Soto Park,,(AYOR),Hot Springs,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 4:48am
212,AA Gay/Lesbian,,664-7303 (AA#),Little Rock,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:48am
213,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Little Rock,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:49am
214,Gay/Lesbian Switchboard,"PO Box 45053, 72214","375-5504 (AR only) 6:30pm-10:30pm, info & referrals",Little Rock,AR,,Info Lines & Services,checked,,,1995,12/3/2022 4:50am
215,Little Rock Inn,601 Center St.,376-8301,Little Rock,AR,"(GF),(SW),(WC)",Accommodations,,,,1995,12/3/2022 4:51am
216,Back Street,1021 #Q Jessie Rd.,664-2744 7pm-?,Little Rock,AR,"(MW),D,(S),(PC),(WC)",Bars,,,,1995,12/3/2022 4:52am
217,Christopher's Lounge,(at Little Rock Inn),"5pm-2am, 7pm-1am Sat, piano bar",Little Rock,AR,,Bars,checked,,,1995,12/3/2022 4:53am
218,Discovery III,1021 Jessie Rd.,"664-4784 9pm-?, clsd Mon-Wed",Little Rock,AR,"(*),D,(S),(PC),(WC)",Bars,,,,1995,12/3/2022 4:54am
219,Michael's,,"(at Little Rock Inn) 9pm-2am, 4pm-10pm Sun",Little Rock,AR,"(MW),D,(S)",Bars,checked,,,1995,12/3/2022 4:55am
220,Silver Dollar,2710 Asher Ave.,"663-9886 4pm-1am, clsd Sun",Little Rock,AR,"(W),D,(BW),(WC)",Bars,,,,1995,12/3/2022 4:56am
221,Twisted Entertainment,7201 Asher Ave.,"568-4262, 11am-11pm, clsd Tues, gift shop",Little Rock,AR,,Bookstores/Retail Shops,,,,1995,12/3/2022 4:57am
222,Wild Card,400 N. Bowman,"223-9071, 10am-9pm, clsd Sun",Little Rock,AR,,Bookstores/Retail Shops,,,,1995,12/3/2022 4:58am
223,Arkansas Department of Tourism,,(800)NATURAL,Little Rock,AR,,Travel/Tour Operators,checked,,,1995,12/3/2022 4:58am
224,Travel by Philip,,227-7690,Little Rock,AR,(IGTA),Travel/Tour Operators,checked,,,1995,12/3/2022 4:59am
225,"Lesbian/Gay News-Telegraph, The","PO Box 14229-A, St. Louis, MO 63178","(314)664-6411, covers AR, IL, MO, TN",Little Rock,AR,,Publications,checked,,,1995,12/3/2022 5:00am
226,"Parachute, The","PO Box 11347, Wichita, KS, 67202","(316)651-0500/ (800)536-6519, covers AR, KS, MO, OK",Little Rock,AR,,Publications,checked,,,1995,12/3/2022 5:01am
227,Triangle Journal News,"Box 11485, Memphis, TN 38111","(901) 454-1411, covers TN & AR",Little Rock,AR,,Publications,checked,,,1995,12/3/2022 5:03am
228,United Arcade,4717 65th St.,"562-9689, 24hrs",Little Rock,AR,,Erotica,,,,1995,12/3/2022 5:03am
229,Russellville State Park,Lake Dardanelle,(AYOR),Russellville,AR,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 5:04am
230,Double Tree Ranch,"PO Box 52, 72474",236-7711 RV park & campsites,Walcott,AR,(GF),Accommodations,checked,,,1995,12/3/2022 5:05am
231,Kenton Mine Lodge,"
","287-3212 rooms and cabins in the Sierra, seasonal",Allegany,CA,,Accommodations,checked,,,1995,12/3/2022 5:06am
232,Gay/Lesbian Community Services Center,12832 Garden Grove Blvd.,"534-0862, noon-10pm, from 6pm wknds",Anaheim,CA,,Info Lines & Services,,,,1995,12/3/2022 5:07am
233,Gay/Lesbian Hotline of Orange County,,534-3261 volunteers 7pm-10pm,Anaheim,CA,,Info Lines & Services,checked,,,1995,12/3/2022 5:08am
234,Country Comfort B&B,5104 E. Valencia Dr.,532-2802,Anaheim,CA,"(MW),(SW)",Accommodations,,,,1995,12/3/2022 5:09am
235,Travel with Hal,2227 Atlanta St.,537-1553,Anaheim,CA,(IGTA),Travel/Tour Operators,,,,1995,12/3/2022 5:10am
236,Atascadero Lake County Park,,nr. zoo,Atascadero,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:10am
237,Lotus Bookstore,100 Brewery Lane,"885-6685, 10am-5:30pm, clsd Sun",Auburn,CA,,Bookstores/Retail Shops,,,,1995,12/3/2022 5:11am
238,Nude beach on American River,,downstream,Auburn,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:14am
239,Gay AA,2421 Alta Vista Dr.,327-3724 8pm Mon & Wed,Bakersfield,CA,,Info Lines & Services,,,,1995,12/3/2022 5:15am
240,Gay Valley Alliance,"PO Box 304, 93302",398-8663 support group & community outreach,Bakersfield,CA,,Info Lines & Services,checked,,,1995,12/3/2022 5:16am
241,Casablanca Club,1030 20th St.,324-1384 6:30pm-2am,Bakersfield,CA,"(MW),(NH),D",Bars,,,,1995,12/3/2022 5:17am
242,"Cellar, The",1927 'K' St.,322-1229 5pm-2am,Bakersfield,CA,"(*),(MW),D,(YC)",Bars,,,,1995,12/3/2022 5:18am
243,Mannequins,1731 19th St.,395-1033 7pm-2am,Bakersfield,CA,"(MW),(NH),D",Bars,,,,1995,12/3/2022 5:21am
244,Town Casino Lounge,1813 'H' St.,(Padre Hotel) 324-2594 10am-2am,Bakersfield,CA,"(GF),(E)",Bars,,,,1995,12/3/2022 5:22am
245,Deja Vu,1524 Golden State Hwy.,322-7300,Bakersfield,CA,(E),Erotica,,,,1995,12/3/2022 5:23am
246,Wildcat Books,2620 Chester,324-4243,Bakersfield,CA,,Erotica,,,,1995,12/3/2022 5:24am
247,Beach Park,21st & Oak Sts.,"(Nights, AYOR)",Bakersfield,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 5:25am
248,Le Sex Shoppe,6816 Eastern Ave.,"560-9473, 24hrs",Bell Gardens,CA,,Erotica,,,,1995,12/3/2022 5:27am
249,Eagles' Nest,41675 Big Bear Blvd.,"866-6465 B&B, whirlpool spas, smoking & non-smoking units",Big Bear,CA,"(GF),(WC)",Accommodations,,,,1995,12/3/2022 5:29am
250,Grey Squirrel Resort,,"866-4335 cabins, rooms, one suite w/ jacuzzi, pets by arrangement",Big Bear,CA,"(GF),(SW),(WC)",Accommodations,checked,,,1995,12/3/2022 5:30am
251,Hillcrest Lodge,,"866-7330 cabins, condos & motel units",Big Bear,CA,(GF),Accommodations,checked,,,1995,12/3/2022 5:32am
252,Smoketree Lodge,40210 Big Bear Lake Blvd.,"866-2415/ (800)352-8581 3 acres, kitchens, hot tub",Big Bear,CA,"(GF),(SW)",Accommodations,,,,1995,12/3/2022 5:33am
253,Maggie's Place,39904 Big Bear Blvd.,866-9592 3pm-10pm,Big Bear,CA,(WC),Restaurants & Cafes,,,,1995,12/3/2022 5:34am
254,Starlite Motel,192 Short St.,873-4912,Bishop,CA,"(GF),(SW)",Accommodations,,,,1995,12/3/2022 5:35am
255,Ozz Supper Club,6231 Manchester Blvd.,"522-1542 6pm-2am, call for details",Buena Park,CA,"(*),(MW),D,(F),(E),(S)",Bars,,,,1995,12/3/2022 5:37am
256,Carmel Park Beach,,from dunes to N. end,Carmel,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:38am
257,Franco's Norma Jean Bar,10639 Merritt St.,633-2090/6129 call for hrs,Castroville,CA,"D,(MRC-L),(F),(S)",Bars,,,,1995,12/3/2022 5:40am
258,Chico State Student Group,,898-4420,Chico,CA,,Info Lines & Services,checked,,,1995,12/3/2022 5:41am
259,Gay Hotline,,891-5718 (priv. home) hrs vary,Chico,CA,,Info Lines & Services,checked,,,1995,12/3/2022 5:42am
260,Stonewall Alliance Center,820 W. 7th St.,893-3338 social 6pm-10pm Fri,Chico,CA,,Info Lines & Services,,,,1995,12/3/2022 5:42am
261,Rascal's,900 Cherry St.,893-0900 6pm-2am,Chico,CA,"(*),(MW),D",Bars,,,,1995,12/3/2022 5:43am
262,'F' St. Bookstore,1141 3rd Ave.,"585-3314, 24hrs",Chula Vista,CA,,Erotica,,,,1995,12/3/2022 5:44am
263,Blue Fish Cove Resort,10573 E. Hwy. 20,"998-1769 lakeside, boat facilities",Clearlake,CA,"(GF),(WC)",Accommodations,,,,1995,12/3/2022 5:45am
264,Sea Breeze Resort,"9595 Harbor Dr., Glenhaven",998-3327 cottages,Clearlake,CA,"(MW),(SW)",Accommodations,,,,1995,12/3/2022 5:46am
265,Kneeling Park,,(Fun),Clearlake,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:47am
266,Library Park,,Lakeport,Clearlake,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:48am
267,Vintage Towers B&B,302 N. Main St.,"894-4535 full brkfst, historical Queen Anne Mansion",Cloverdale ,CA,(MW),,,,,1995,12/9/2022 8:00am
268,Park at corner of Clovis Ave. & Sierra Ave.,,(days & early evenings),Clovis,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:50am
269,Park on Villa Ave.,btwn. Barstow Ave. & Bullard Ave.,(days & early evenings),Clovis,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:51am
270,Pleasant Hill Adult Books & Videos,"2298 Monument, Pleasant Hill",676-2962,Concord,CA,,Erotica,,,,1995,12/3/2022 5:51am
271,New Directions Travel Company,2435 E. Coast Hwy.,675-5000/ (800)222-5532,Corona Del Mar,CA,(IGTA),Travel/Tour Operators,,,,1995,12/3/2022 5:52am
272,Lion's Den,719 W. 19th St.,"645-3830 6pm-2am, from 4pm wknds",Costa Mesa,CA,"(MW),D,(YC)",Bars,,,,1995,12/3/2022 5:53am
273,Newport Station,1945 Placentia,631-0031 9pm-2am Tues-Th & Sat,Costa Mesa,CA,"(*),(MW),D,(E),(S),(V),(YC)",Bars,,,,1995,12/3/2022 5:55am
274,Tin Lizzie,752 St. Clair,"966-2029 noon-2am, from 2pm wknds",Costa Mesa,CA,(NH),Bars,,,,1995,12/3/2022 5:56am
275,Silver Fox,10095 Saich Way,255-3673 2pm-2am,Cupertino,CA,"(MW),(NH),(S),(WC)",Bars,,,,1995,12/3/2022 5:57am
276,Henry Dana St. Park,,,Dana Point,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 5:57am
277,Cafe Roma,231 'E' St.,"756-1615 coffee & pastries, popular student hangout, 7:30am-midnight",Davis,CA,"(*),(WC)",Restaurants & Cafes,,,,1995,12/3/2022 5:59am
278,Community Real Estate Referrals,,"(800)346-5592 gay realtor at your service, Berkley & Oakland",East Bay,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:00am
279,Fruit Punch,94.1FM (KPFA),848-6767 lesbigay radio 7pm Wed,East Bay,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:01am
280,Gay/Lesbian Alanon,(at Pacific Center),"548-8283, 7pm Fri",East Bay,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:01am
281,Gay Switchboard,(at Pacific Center),"841-6224 (TTY) 10am-10pm Mon-Fri, til 4pm Sat",East Bay,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:03am
282,Pacific Center,2712 Telegraph Ave.,"548-8283 support groups & counseling service (548-2192), 10am-1opm, from noon Sat, 6pm-9pm Sun",East Bay,CA,,Info Lines & Services,,,,1995,12/3/2022 6:05am
283,Elmwood House,"2609 College Ave., Berkeley",540-5123,East Bay,CA,(GF),Accommodations,,,,1995,12/3/2022 6:05am
284,Bella Napoli,"2330 Telegraph Ave., Oakland",893-5552 1pm-2am,East Bay,CA,"(GF),D,(MRC-AF)",Bars,,,,1995,12/3/2022 6:06am
285,Bench & Bar,"120 11th St., Oakland","444-2266 3pm-2am, 5pm-2am Sat, 11am-2am Sun",East Bay,CA,"(*),D,(P),(F),(S),(YC),(WC)",Bars,,,,1995,12/3/2022 6:08am
286,Cabel's Reef,"2272 Telegraph Ave., Oakland",451-3777 11:30am-2am,East Bay,CA,"D,(MRC-AF)",Bars,,,,1995,12/3/2022 6:08am
287,Town & Country,"2022 Telegraph Ave., Oakland",444-4978 11am-2am,East Bay,CA,"(NH),(WC)",Bars,,,,1995,12/3/2022 6:09am
288,White Horse,"6551 Telegraph Ave., Oakland","652-3820 1pm-2am, from 3pm Mon-Tues",East Bay,CA,"(*),(MW),D,(WC)",Bars,,,,1995,12/3/2022 6:10am
289,Betty's To Go,"1807 4th St., Berkeley","548-9494 6:30am-5pm, 8am-4pm Sun",East Bay,CA,(*),Restaurants & Cafes,,,,1995,12/3/2022 6:11am
290,Bison Brewery,"2598 Telegraph Ave., Berkeley","841-7734 11am-1am, vegetarian",East Bay,CA,"(*),(E),(BW)",Restaurants & Cafes,,,,1995,12/3/2022 6:12am
291,Brick Hut,"3222 Adeline St., Berkeley","658-5555 7:30am-2pm, 8:30am-3pm wknds, popular for breakfast",East Bay,CA,"(*),(MW)",Restaurants & Cafes,,,,1995,12/3/2022 6:13am
292,Cafe Sorento,"2510 Channing, Berkeley","548-8220, 7am-7pm, 9am-4pm wknds",East Bay,CA,,Restaurants & Cafes,,,,1995,12/3/2022 6:14am
293,Tea Spot Cafe,"2072 San Pablo Ave., Berkeley","848-7376 8am-9pm, til 2:30pm Sun, clsd Mon",East Bay,CA,"(*),(MW),(BW),(WC)",Restaurants & Cafes,,,,1995,12/3/2022 6:15am
294,Cody's,"2454 Telegraph Ave., Berkeley",845-7852 general bookstore with gay titles,East Bay,CA,(*),Bookstores/Retail Shops,,,,1995,12/3/2022 6:16am
295,New Venture Travel,"404 22nd St., Oakland",835-3800,East Bay,CA,(IGTA),Travel/Tour Operators,,,,1995,12/3/2022 6:17am
296,Travel by Design,"3832 Piedmont Ave., Oakland",653-6668,East Bay,CA,,Travel/Tour Operators,,,,1995,12/3/2022 6:17am
297,San Francisco Bay Times,288 7th St.,"(415)626-8121, a must for Bay Area resources and personals",East Bay,CA,,Publications,,,,1995,12/3/2022 6:18am
298,Berkeley Steam Works,2107 4th St.,"845-8992 24hrs, call for recorded info",East Bay,CA,(PC),Men's Clubs,,,,1995,12/3/2022 6:21am
299,Hollywood Adult Books,"5686 Telegraph Ave., Oakland",654-1169,East Bay,CA,,Erotica,,,,1995,12/3/2022 6:21am
300,L'Amour Shoppe,"1801 Telegraph Ave., Oakland",835-0381,East Bay,CA,,Erotica,,,,1995,12/3/2022 6:22am
301,L'Amour Shoppe,"1905 San Pablo Ave., Oakland","465-4216, 24hrs",East Bay,CA,,Erotica,,,,1995,12/3/2022 6:22am
302,'F' St. Bookstore,158 E. Main St.,"447-0381, 24hrs",El Cajon,CA,,Erotica,,,,1995,12/3/2022 6:23am
303,Wells Park,,,El Cajon,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 6:23am
304,Sugar Shack,4101 N. Arden Dr.,575-9534 1pm-2am,El Monte,CA,"(GF),(BW)",Bars,,,,1995,12/3/2022 6:24am
305,'F' Street Bookstore,237 E. Grand Ave.,"480-6031, 24hrs",Escondido,CA,,Erotica,,,,1995,12/3/2022 6:25am
306,Video Specialties,2322 S. Escondido Blvd.,"745-6697, 24hrs",Escondido,CA,,Erotica,,,,1995,12/3/2022 6:26am
307,Grape Day Park,,Heritage section,Escondido,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 6:26am
308,Carter House,301 'L' St.,444-8062 full brkfst,Eureka,CA,(GF),Accommodations,,,,1995,12/3/2022 6:27am
309,Club Triangle,535 5th St.,"444-2582 9pm-2am, gay Sun; also Star's Hamburgers 8pm-11pm",Eureka,CA,"(GF),D,(A),(18+),(WC)",Bars,,,,1995,12/3/2022 6:28am
310,Lost Cost Brewery Pub,617 4th St.,"445-4480 11am-1am, til 2am Fri-Sat",Eureka,CA,"(GF),(F),(BW),(WC)",Bars,,,,1995,12/3/2022 6:29am
311,Booklegger,402 2nd St.,445-1344 some gay titles,Eureka,CA,,Bookstores/Retail Shops,,,,1995,12/3/2022 6:30am
312,Old Town,,(Nights),Eureka,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/3/2022 6:30am
313,Solano County Gay/Lesbian Info Line,,"449-0550, ask for Kristin or Kathy",Fairfield,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:31am
314,Le Sex Shoppe,14589 Valley Blvd.,"350-4717, 24hrs",Fontana,CA,,Erotica,,,,1995,12/3/2022 6:32am
315,Cleone Lodge Inn,24600 N. Hwy. 1,"964-2788/ (800)400-2189 (CA only) rooms & cottages, hot tub",Fort Bragg,CA,(GF),Accommodations,,,,1995,12/3/2022 6:33am
316,Jug Handle Beach B&B,32980 Gibney Ln.,964-1415 4 units,Fort Bragg,CA,(GF),Accommodations,,,,1995,12/3/2022 6:34am
317,Windsong Books & Records,324 N. Main,964-2050,Fort Bragg,CA,,Bookstores/Retail Shops,,,,1995,12/3/2022 6:35am
318,Sunset Cactus Cafe,3839 Washington Blvd.,"657-4440 11am-11pm, til 2am Fri-Sat",Fremont,CA,"(MW),D,(E)",Restaurants & Cafes,,,,1995,12/3/2022 6:36am
319,L'Amour Shoppe,40555 Grimmer Blvd.,"659-8161, 24hrs",Fremont,CA,,Erotica,,,,1995,12/3/2022 6:37am
320,Coyote Hills Regional Park,,(AYOR),Fremont,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,12/3/2022 6:38am
321,Bulletin Board at Valley Women's Books,,popular resource for community info,Fresno,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:38am
322,Community Link,"PO Box 4959, 93744",485-5333 youth support group & more,Fresno,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:40am
323,Gay United Services (GUS INC.),625 N. Palm,"268-3541 Central Valley AIDS Team, 9am-6pm Mon-Fri, counseling & referrals",Fresno,CA,,Info Lines & Services,,,,1995,12/3/2022 6:41am
324,Serenity Fellowship (AA),925 N. Fulton,221-6907 (AA#),Fresno,CA,,Info Lines & Services,,,,1995,12/3/2022 6:42am
325,"Yosemite Chapter, Knights of Malta","PO Box 4162, 93744",233-2014 lesbigay leather group,Fresno,CA,,Info Lines & Services,checked,,,1995,12/3/2022 6:42am
326,"Express, The",708 N. Blackstone,"233-1791 5pm-2am, from 8pm Sat, from 3pm Sun, 4 bars, piano lounge, patio; also Express Cafe",Fresno,CA,"(*),(MW),D,(A),(F),(E),(S)",Bars,,,,1995,12/3/2022 6:44am
327,"Palace, The",4030 E. Belmont St.,264-8283 3pm-2am,Fresno,CA,"(W),(NH),D,(CW),(S)",Bars,,,,1995,12/3/2022 6:44am
328,Red Lantern,4618 E. Belmont St.,251-5898 2pm-2am,Fresno,CA,"(*),(NH)",Bars,,,,1995,12/3/2022 6:45am
329,Java Cafe,805 E. Oliver,"237-5282 7am-?, bohemian",Fresno,CA,"(*),(WC)",Restaurants & Cafes,,,,1995,12/3/2022 6:46am
330,Only For You,1468 N. Van Ness Ave.,"498-0284, noon-9pm, til 6:30pm Sun",Fresno,CA,,Bookstores/Retail Shops,,,,1995,12/3/2022 6:47am
331,Valley Women's Books,1118 N. Fulton St.,"233-3600, 10am-9pm, til 6pm wknds, gay men's section",Fresno,CA,,Bookstores/Retail Shops,,,,1995,12/4/2022 1:25am
332,"Travel Address, The",6465 N. Blackstone Ave.,432-9095/ (800)800-9095,Fresno,CA,,Travel/Tour Operators,,,,1995,12/4/2022 1:28am
333,Pink Pages,"PO Box 4959, 93744-4959","485-5333, annual directory for Central Valley & Coast",Fresno,CA,,Publications,checked,,,1995,12/4/2022 1:28am
334,Q&A News,164 N. Blackstone Ave. Ste. 119,229-0702,Fresno,CA,,Publications,,,,1995,12/4/2022 1:28am
335,Wildcat Book Store,1535 Fresno St.,237-4525,Fresno,CA,,Erotica,,,,1995,12/4/2022 1:28am
336,Olive & Blackstone Ave.,,,Fresno,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/4/2022 1:29am
337,Redeo Park,,,Fresno,CA,Cruisy Area,Cruising Areas,checked,,,1995,12/4/2022 1:29am
338,"AA Gay/Lesbian (ASH, Inc.)",9872 Chapman Ave. #15,"534-5820/537-9968, 8pm nightly",Garden Grove,CA,,Info Lines & Services,,,,1995,12/4/2022 1:31am
339,Gay/Lesbian Hotline Orange County,,"534-3261, 7pm-10pm, clsd wknds",Garden Grove,CA,,Info Lines & Services,checked,,,1995,12/4/2022 1:32am
340,Gay/Lesbian Service Center,12832 Garden Grove Blvd. #A,"534-0862, 10am-10pm, from noon Sun, volunteer staff",Garden Grove,CA,,Info Lines & Services,,,,1995,12/4/2022 1:32am
341,Frat House,8112 Garden Grove Blvd.,"897-3431 9am-2am, theme nights & piano bar",Garden Grove,CA,"(*),(MW),D,(MRC),(E),(S),(YC),(WC)",Bars,,,,1995,12/4/2022 1:34am
342,Nick's,8284 Garden Grove Blvd.,"537-1361 9am-2am, 24hrs wknds",Garden Grove,CA,"(NH),D,(S),(V),(WC)",Bars,,,,1995,12/4/2022 1:35am
343,A-Z Bookstore,8192 Garden Grove Blvd.,"534-9349, 24hrs wknds",Garden Grove,CA,,Erotica,,,,1995,12/4/2022 1:35am
344,Hip Pocket,12686 Garden Grove Blvd.,638-8595,Garden Grove,CA,,Erotica,,,,1995,12/4/2022 1:36am
345,Midnight Books,8745 Garden Grove Blvd.,534-9823,Garden Grove,CA,,Erotica,,,,1995,12/4/2022 1:37am
